session,clip,affective,visual,behavioral,overall,class_value,class
20201229_01,38,0.75,0.75,0.75,0.75,0.75,9
20201229_01,39,0.75,0.75,0.75,0.75,0.75,9
20201229_01,40,0.75,0.75,0.75,0.75,0.75,9
20201229_01,41,0.75,0.75,0.75,0.75,0.75,9
20201229_01,42,0.75,0.75,0.75,0.75,0.75,9
20201229_01,43,0.75,0.75,0.75,0.75,0.75,9
20201229_01,44,0.75,0.75,0.75,0.75,0.75,9
20201229_01,45,0.75,0.75,0.75,0.75,0.75,9
20201229_01,46,0.75,0.75,0.75,0.75,0.75,9
20201229_01,47,0.75,0.75,0.75,0.75,0.75,9
20201229_01,48,0.75,0.75,0.75,0.75,0.75,9
20201229_01,49,0.75,0.75,0.75,0.75,0.75,9
20201229_01,50,0.75,0.75,0.75,0.75,0.75,9
20201229_01,51,0.75,0.75,0.75,0.75,0.75,9
20201229_01,52,0.75,0.75,0.75,0.75,0.75,9
20201229_01,53,0.75,0.75,0.75,0.75,0.75,9
20201229_01,54,0.75,0.75,0.75,0.75,0.75,9
20201229_01,55,0.75,0.75,0.75,0.75,0.75,9
20201229_01,56,0.75,0.75,0.75,0.75,0.75,9
20201229_01,57,0.75,0.75,0.75,0.75,0.75,9
20201229_01,58,0.75,0.75,0.75,0.75,0.75,9
20201229_01,59,0.75,0.75,0.75,0.75,0.75,9
20201229_01,60,0.75,0.75,0.75,0.75,0.75,9
20201229_01,61,0.75,0.75,0.75,0.75,0.75,9
20201229_01,62,0.5547,0.75,0.75,0.6849,0.6667,8
20201229_01,63,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,1,0.75,0.75,0.75,0.75,0.75,9
20201229_02,2,0.75,0.75,0.75,0.75,0.75,9
20201229_02,3,0.9375,0.75,0.75,0.8125,0.8333,10
20201229_02,4,0.7812,0.6641,0.75,0.7318,0.75,9
20201229_02,5,0.5,0.5,0.75,0.5833,0.5833,7
20201229_02,6,0.5,0.5,0.75,0.5833,0.5833,7
20201229_02,7,0.5,0.5,0.75,0.5833,0.5833,7
20201229_02,8,0.5,0.5,0.75,0.5833,0.5833,7
20201229_02,9,0.5,0.7344,0.75,0.6615,0.6667,8
20201229_02,10,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,11,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,12,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,13,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,14,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,15,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,16,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,17,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,18,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,19,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,20,0.5078,0.75,0.75,0.6693,0.6667,8
20201229_02,21,0.75,0.75,0.75,0.75,0.75,9
20201229_02,22,0.75,0.75,0.75,0.75,0.75,9
20201229_02,23,0.75,0.75,0.75,0.75,0.75,9
20201229_02,24,0.75,0.6094,0.75,0.7031,0.6667,8
20201229_02,25,0.75,0.25,0.75,0.5833,0.5833,7
20201229_02,26,0.75,0.25,0.75,0.5833,0.5833,7
20201229_02,27,0.75,0.25,0.75,0.5833,0.5833,7
20201229_02,28,0.75,0.375,0.75,0.625,0.5833,7
20201229_02,29,0.75,0.75,0.75,0.75,0.75,9
20201229_02,30,0.75,0.75,0.75,0.75,0.75,9
20201229_02,31,0.75,0.75,0.75,0.75,0.75,9
20201229_02,32,0.75,0.75,0.75,0.75,0.75,9
20201229_02,33,0.75,0.75,0.75,0.75,0.75,9
20201229_02,34,0.75,0.75,0.75,0.75,0.75,9
20201229_02,35,0.75,0.75,0.75,0.75,0.75,9
20201229_02,36,0.75,0.75,0.75,0.75,0.75,9
20201229_02,37,0.75,0.75,0.75,0.75,0.75,9
20201229_02,38,0.75,0.75,0.75,0.75,0.75,9
20201229_02,39,0.75,0.75,0.75,0.75,0.75,9
20201229_02,40,0.75,0.75,0.75,0.75,0.75,9
20201229_02,41,0.75,0.75,0.75,0.75,0.75,9
20201229_02,42,0.75,0.75,0.75,0.75,0.75,9
20201229_02,43,0.75,0.75,0.75,0.75,0.75,9
20201229_02,44,0.75,0.75,0.75,0.75,0.75,9
20201229_02,45,0.75,0.75,0.75,0.75,0.75,9
20201229_02,46,0.75,0.75,0.75,0.75,0.75,9
20201229_02,47,0.75,0.75,0.75,0.75,0.75,9
20201229_02,48,0.75,0.75,0.75,0.75,0.75,9
20201229_02,49,0.75,0.75,0.75,0.75,0.75,9
20201229_02,50,0.75,0.75,0.75,0.75,0.75,9
20201229_02,51,0.75,0.75,0.75,0.75,0.75,9
20201229_02,52,0.75,0.75,0.75,0.75,0.75,9
20201229_02,53,0.75,0.75,0.75,0.75,0.75,9
20201229_02,54,0.5391,0.75,0.75,0.6797,0.6667,8
20201229_02,55,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,56,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,57,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,58,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,59,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,60,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,61,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,62,0.5,0.75,0.75,0.6667,0.6667,8
20201229_02,63,0.6875,0.75,0.75,0.7292,0.75,9
20201229_02,64,0.75,0.75,0.75,0.75,0.75,9
20201229_02,65,0.75,0.75,0.75,0.75,0.75,9
20201229_02,66,0.75,0.75,0.75,0.75,0.75,9
20201229_02,67,0.75,0.75,0.75,0.75,0.75,9
20201229_02,68,0.75,0.75,0.75,0.75,0.75,9
20201229_02,69,0.75,0.75,0.75,0.75,0.75,9
20201229_02,70,0.75,0.75,0.75,0.75,0.75,9
20201229_02,71,0.75,0.75,0.75,0.75,0.75,9
20201229_02,72,0.75,0.75,0.75,0.75,0.75,9
20201229_02,73,0.75,0.75,0.75,0.75,0.75,9
20201229_02,74,0.75,0.75,0.75,0.75,0.75,9
20201229_03,1,0.25,0.5,0.5,0.4167,0.4167,5
20201229_03,2,0.375,0.5,0.5,0.4583,0.4167,5
20201229_03,3,0.5,0.5,0.5,0.5,0.5,6
20201229_03,4,0.5,0.5,0.5,0.5,0.5,6
20201229_03,5,0.5,0.5,0.5,0.5,0.5,6
20201229_03,6,0.4297,0.4297,0.5,0.4531,0.4167,5
20201229_03,7,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,8,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,9,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,10,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,11,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,12,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,13,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,14,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,15,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,16,0.6562,0.6562,0.5,0.6042,0.5833,7
20201229_03,17,0.75,0.75,0.5,0.6667,0.6667,8
20201229_03,18,0.75,0.75,0.5,0.6667,0.6667,8
20201229_03,19,0.3516,0.4375,0.5,0.4297,0.4167,5
20201229_03,20,0.0,0.25,0.5,0.25,0.25,3
20201229_03,21,0.0,0.25,0.5,0.25,0.25,3
20201229_03,22,0.0,0.25,0.5,0.25,0.25,3
20201229_03,23,0.0,0.25,0.5,0.25,0.25,3
20201229_03,24,0.0,0.25,0.5,0.25,0.25,3
20201229_03,25,0.0,0.25,0.5,0.25,0.25,3
20201229_03,26,0.0,0.25,0.5,0.25,0.25,3
20201229_03,27,0.0,0.25,0.5,0.25,0.25,3
20201229_03,28,0.0,0.25,0.5,0.25,0.25,3
20201229_03,29,0.0,0.25,0.5,0.25,0.25,3
20201229_03,30,0.0,0.25,0.5,0.25,0.25,3
20201229_03,31,0.0,0.25,0.5,0.25,0.25,3
20201229_03,32,0.0,0.25,0.5,0.25,0.25,3
20201229_03,33,0.0,0.25,0.5,0.25,0.25,3
20201229_03,34,0.0,0.25,0.5,0.25,0.25,3
20201229_03,35,0.0,0.25,0.5,0.25,0.25,3
20201229_03,36,0.0,0.25,0.5,0.25,0.25,3
20201229_03,37,0.0,0.25,0.5,0.25,0.25,3
20201229_03,38,0.0,0.25,0.5,0.25,0.25,3
20201229_03,39,0.0,0.25,0.5,0.25,0.25,3
20201229_03,40,0.0,0.25,0.5,0.25,0.25,3
20201229_03,41,0.0,0.25,0.5,0.25,0.25,3
20201229_03,42,0.0,0.25,0.5,0.25,0.25,3
20201229_03,43,0.0,0.25,0.5,0.25,0.25,3
20201229_03,44,0.4844,0.4922,0.5,0.4922,0.5,6
20201229_03,45,0.5,0.5,0.5,0.5,0.5,6
20201229_03,46,0.5,0.5,0.5,0.5,0.5,6
20201229_03,47,0.5,0.5,0.5,0.5,0.5,6
20201229_03,48,0.5,0.5,0.5,0.5,0.5,6
20201229_03,49,0.5,0.5,0.5,0.5,0.5,6
20201229_03,50,0.5,0.5,0.5,0.5,0.5,6
20201229_03,51,0.5,0.5,0.5,0.5,0.5,6
20201229_03,52,0.5,0.5,0.5,0.5,0.5,6
20201229_03,53,0.7187,0.2813,0.5,0.5,0.5,6
20201229_03,54,0.75,0.25,0.5,0.5,0.5,6
20201229_03,55,0.75,0.25,0.5,0.5,0.5,6
20201229_03,56,0.75,0.25,0.5,0.5,0.5,6
20201229_03,57,0.75,0.25,0.5,0.5,0.5,6
20201229_03,58,0.75,0.25,0.5,0.5,0.5,6
20201229_03,59,0.75,0.25,0.5,0.5,0.5,6
20201229_03,60,0.75,0.25,0.5,0.5,0.5,6
20201229_03,61,0.75,0.25,0.5,0.5,0.5,6
20201229_03,62,0.75,0.25,0.5,0.5,0.5,6
20201229_03,63,0.75,0.25,0.5,0.5,0.5,6
20201229_03,64,0.75,0.25,0.5,0.5,0.5,6
20201229_03,65,0.75,0.25,0.5,0.5,0.5,6
20201229_03,66,0.75,0.25,0.5,0.5,0.5,6
20201229_03,67,0.75,0.25,0.5,0.5,0.5,6
20201229_03,68,0.75,0.25,0.5,0.5,0.5,6
20201229_03,69,0.75,0.25,0.5,0.5,0.5,6
20201229_03,70,0.75,0.25,0.5,0.5,0.5,6
20201229_03,71,0.75,0.25,0.5,0.5,0.5,6
20201229_03,72,0.75,0.25,0.5,0.5,0.5,6
20201229_03,73,0.75,0.25,0.5,0.5,0.5,6
20201229_03,74,0.75,0.25,0.5,0.5,0.5,6
20201229_03,75,0.75,0.25,0.5,0.5,0.5,6
20201229_03,76,0.75,0.25,0.5,0.5,0.5,6
20201229_03,77,0.75,0.25,0.5,0.5,0.5,6
20201229_03,78,0.75,0.25,0.5,0.5,0.5,6
20201229_03,79,0.75,0.25,0.5,0.5,0.5,6
20201229_03,80,0.75,0.25,0.5,0.5,0.5,6
20201229_03,81,0.75,0.25,0.5,0.5,0.5,6
20201229_03,82,0.75,0.25,0.5,0.5,0.5,6
20201229_03,83,0.75,0.25,0.5,0.5,0.5,6
20201229_03,84,0.75,0.25,0.5,0.5,0.5,6
20201229_03,85,0.75,0.25,0.5,0.5,0.5,6
20201229_03,86,0.75,0.25,0.5,0.5,0.5,6
20201229_03,87,0.75,0.25,0.5,0.5,0.5,6
20201229_03,88,0.75,0.25,0.5,0.5,0.5,6
20201229_03,89,0.75,0.25,0.5,0.5,0.5,6
20201229_03,90,0.75,0.25,0.5,0.5,0.5,6
20201229_03,91,0.75,0.25,0.5,0.5,0.5,6
20201229_03,92,0.75,0.25,0.5,0.5,0.5,6
20201229_03,93,0.75,0.25,0.5,0.5,0.5,6
20201229_03,94,0.75,0.25,0.5,0.5,0.5,6
20201229_03,95,0.75,0.25,0.5,0.5,0.5,6
20201229_03,96,0.75,0.25,0.5,0.5,0.5,6
20201229_03,97,0.75,0.25,0.5,0.5,0.5,6
20201229_03,98,0.7344,0.25,0.5,0.4948,0.5,6
20201229_03,99,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,100,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,101,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,102,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,103,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,104,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,105,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,106,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,107,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,108,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,109,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,110,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,111,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,112,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,113,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,114,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,115,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,116,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,117,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,118,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,119,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,120,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,121,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,122,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,123,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,124,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,125,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,126,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,127,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,128,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,129,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,130,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,131,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,132,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,133,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,134,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,135,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,136,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,137,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,138,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,139,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,140,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,141,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,142,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,143,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,144,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,145,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,146,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,147,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,148,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,149,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,150,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,151,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,152,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,153,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,154,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,155,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,156,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,157,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,158,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,159,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,160,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,161,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,162,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,163,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,164,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,165,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,166,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,167,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,168,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,169,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,170,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,171,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,172,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,173,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,174,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,175,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,176,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,177,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,178,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,179,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,180,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,181,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,182,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,183,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,184,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,185,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,186,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,187,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,188,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,189,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,190,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,191,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,192,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,193,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,194,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,195,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,196,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,197,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,198,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,199,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,200,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,201,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,202,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,203,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,204,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,205,0.25,0.25,0.5,0.3333,0.3333,4
20201229_03,206,0.25,0.25,0.5,0.3333,0.3333,4
20201229_04,1,0.5,0.5,0.5,0.5,0.5,6
20201229_04,2,0.5,0.5,0.5,0.5,0.5,6
20201229_04,3,0.5,0.5,0.5,0.5,0.5,6
20201229_04,4,0.5,0.5,0.5,0.5,0.5,6
20201229_04,5,0.5,0.5,0.5,0.5,0.5,6
20201229_04,6,0.5,0.5,0.5,0.5,0.5,6
20201229_04,7,0.5,0.5,0.5,0.5,0.5,6
20201229_04,8,0.5,0.5,0.5,0.5,0.5,6
20201229_04,9,0.5,0.4531,0.5,0.4844,0.5,6
20201229_04,10,0.5,0.2891,0.5,0.4297,0.4167,5
20201229_04,11,0.5,0.5,0.5,0.5,0.5,6
20201229_04,12,0.5,0.5,0.5,0.5,0.5,6
20201229_04,13,0.4688,0.5,0.5,0.4896,0.5,6
20201229_04,14,0.0,0.5,0.5,0.3333,0.3333,4
20201229_04,15,0.0,0.5,0.5,0.3333,0.3333,4
20201229_04,16,0.0,0.5,0.5,0.3333,0.3333,4
20201229_04,17,0.4375,0.5,0.5,0.4792,0.5,6
20201229_04,18,0.5,0.5,0.5,0.5,0.5,6
20201229_04,19,0.5,0.5,0.5,0.5,0.5,6
20201229_04,20,0.5,0.5,0.5,0.5,0.5,6
20201229_04,21,0.5,0.5,0.5,0.5,0.5,6
20201229_04,22,0.5,0.5,0.5,0.5,0.5,6
20201229_04,23,0.5,0.5,0.5,0.5,0.5,6
20201229_04,24,0.5,0.5,0.5,0.5,0.5,6
20201229_04,25,0.5,0.5,0.5,0.5,0.5,6
20201229_04,26,0.5,0.5,0.5,0.5,0.5,6
20201229_04,27,0.5,0.5,0.5,0.5,0.5,6
20201229_04,28,0.5,0.5,0.5,0.5,0.5,6
20201229_04,29,0.5,0.5,0.5,0.5,0.5,6
20201229_04,30,0.5,0.5,0.5,0.5,0.5,6
20201229_04,31,0.5,0.5,0.5,0.5,0.5,6
20201229_04,32,0.5,0.5,0.5,0.5,0.5,6
20201229_04,33,0.5,0.5,0.5,0.5,0.5,6
20201229_04,34,0.5,0.5,0.5,0.5,0.5,6
20201229_04,35,0.5,0.5,0.5,0.5,0.5,6
20201229_04,36,0.5,0.5,0.3594,0.4531,0.4167,5
20201229_04,37,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,38,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,39,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,40,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,41,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,42,0.5,0.5,0.25,0.4167,0.4167,5
20201229_04,43,0.5,0.5,0.25,0.4167,0.4167,5
20201229_05,1,0.75,0.75,0.75,0.75,0.75,9
20201229_05,2,0.75,0.75,0.75,0.75,0.75,9
20201229_05,3,0.75,0.75,0.75,0.75,0.75,9
20201229_05,4,0.75,0.75,0.75,0.75,0.75,9
20201229_05,5,0.75,0.75,0.75,0.75,0.75,9
20201229_05,6,0.75,0.75,0.75,0.75,0.75,9
20201229_05,7,0.75,0.75,0.75,0.75,0.75,9
20201229_05,8,0.75,0.75,0.75,0.75,0.75,9
20201229_05,9,0.75,0.75,0.75,0.75,0.75,9
20201229_05,10,0.75,0.75,0.75,0.75,0.75,9
20201229_05,11,0.75,0.75,0.75,0.75,0.75,9
20201229_05,12,0.75,0.75,0.75,0.75,0.75,9
20201229_05,13,0.75,0.75,0.75,0.75,0.75,9
20201229_05,14,0.75,0.75,0.75,0.75,0.75,9
20201229_05,15,0.75,0.75,0.75,0.75,0.75,9
20201229_05,16,0.75,0.75,0.75,0.75,0.75,9
20201229_05,17,0.75,0.75,0.75,0.75,0.75,9
20201229_05,18,0.75,0.75,0.75,0.75,0.75,9
20201229_05,19,0.75,0.75,0.75,0.75,0.75,9
20201229_05,20,0.75,0.75,0.75,0.75,0.75,9
20201229_05,21,0.75,0.75,0.75,0.75,0.75,9
20201229_05,22,0.75,0.75,0.75,0.75,0.75,9
20201229_05,23,0.75,0.75,0.75,0.75,0.75,9
20201229_05,24,0.9844,0.75,0.75,0.8281,0.8333,10
20201229_05,25,1.0,0.75,0.75,0.8333,0.8333,10
20201229_05,26,1.0,0.75,0.75,0.8333,0.8333,10
20201229_05,27,1.0,0.75,0.75,0.8333,0.8333,10
20201229_05,28,1.0,0.75,0.75,0.8333,0.8333,10
20201229_05,29,1.0,0.75,0.75,0.8333,0.8333,10
20201229_05,30,0.9766,0.75,0.75,0.8255,0.8333,10
20201229_05,31,0.75,0.75,0.75,0.75,0.75,9
20201229_05,32,0.75,0.75,0.75,0.75,0.75,9
20201229_05,33,0.75,0.75,0.75,0.75,0.75,9
20201229_05,34,0.75,0.75,0.75,0.75,0.75,9
20201229_05,35,0.75,0.75,0.75,0.75,0.75,9
20201229_05,36,0.75,0.75,0.75,0.75,0.75,9
20201229_05,37,0.75,0.75,0.75,0.75,0.75,9
20201229_05,38,0.75,0.75,0.75,0.75,0.75,9
20201229_05,39,0.75,0.75,0.75,0.75,0.75,9
20201229_05,40,0.75,0.75,0.75,0.75,0.75,9
20201229_05,41,0.75,0.75,0.75,0.75,0.75,9
20201229_05,42,0.75,0.75,0.75,0.75,0.75,9
20201229_05,43,0.75,0.75,0.75,0.75,0.75,9
20201229_05,44,0.75,0.75,0.75,0.75,0.75,9
20201229_05,45,0.75,0.75,0.75,0.75,0.75,9
20201229_05,46,0.75,0.75,0.75,0.75,0.75,9
20201229_05,47,0.75,0.75,0.75,0.75,0.75,9
20201229_05,48,0.75,0.75,0.75,0.75,0.75,9
20201229_05,49,0.75,0.75,0.75,0.75,0.75,9
20201229_05,50,0.75,0.75,0.75,0.75,0.75,9
20201229_05,51,0.75,0.75,0.75,0.75,0.75,9
20201229_05,52,0.75,0.75,0.75,0.75,0.75,9
20201229_05,53,0.75,0.75,0.75,0.75,0.75,9
20201229_05,54,0.75,0.75,0.75,0.75,0.75,9
20201229_05,55,0.75,0.75,0.75,0.75,0.75,9
20201229_05,56,0.75,0.75,0.75,0.75,0.75,9
20201229_05,57,0.75,0.75,0.75,0.75,0.75,9
20201229_05,58,0.75,0.5938,0.75,0.6979,0.6667,8
20201229_05,59,0.75,0.5,0.75,0.6667,0.6667,8
20201229_05,60,0.75,0.5,0.75,0.6667,0.6667,8
20201229_05,61,0.5938,0.5,0.75,0.6146,0.5833,7
20201229_05,62,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,63,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,64,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,65,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,66,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,67,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,68,0.5,0.5,0.75,0.5833,0.5833,7
20201229_05,69,0.6875,0.5,0.6094,0.599,0.5833,7
20201229_05,70,0.75,0.5,0.5,0.5833,0.5833,7
20201229_05,71,0.7188,0.5,0.5,0.5729,0.5833,7
20201229_05,72,0.5,0.5,0.5,0.5,0.5,6
20201229_05,73,0.5,0.5,0.5,0.5,0.5,6
20201229_05,74,0.5,0.5,0.5781,0.526,0.5,6
20201229_05,75,0.6172,0.5,0.6328,0.5833,0.5833,7
20201229_05,76,0.75,0.5,0.5,0.5833,0.5833,7
20201229_05,77,0.75,0.5,0.5,0.5833,0.5833,7
20201229_05,78,0.75,0.5,0.5,0.5833,0.5833,7
20201229_05,79,0.5703,0.5,0.1406,0.4036,0.4167,5
20201229_05,80,0.5,0.5,0.0,0.3333,0.3333,4
20201229_06,1,0.5,0.5,0.5,0.5,0.5,6
20201229_06,2,0.5,0.5,0.5,0.5,0.5,6
20201229_06,3,0.5,0.5,0.5,0.5,0.5,6
20201229_06,4,0.5,0.5,0.5,0.5,0.5,6
20201229_06,5,0.5,0.5,0.5,0.5,0.5,6
20201229_06,6,0.5,0.5,0.5,0.5,0.5,6
20201229_06,7,0.4141,0.5,0.5,0.4714,0.5,6
20201229_06,8,0.25,0.5,0.5,0.4167,0.4167,5
20201229_06,9,0.25,0.5,0.5,0.4167,0.4167,5
20201229_06,10,0.2656,0.5,0.5,0.4219,0.4167,5
20201229_06,11,0.5,0.5,0.5,0.5,0.5,6
20201229_06,12,0.5,0.5,0.5,0.5,0.5,6
20201229_06,13,0.5,0.5,0.5,0.5,0.5,6
20201229_06,14,0.5,0.5,0.5,0.5,0.5,6
20201229_06,15,0.5,0.5,0.5,0.5,0.5,6
20201229_06,16,0.5,0.5,0.5,0.5,0.5,6
20201229_06,17,0.5,0.5,0.5,0.5,0.5,6
20201229_06,18,0.5,0.5,0.5,0.5,0.5,6
20201229_06,19,0.5,0.2734,0.5,0.4245,0.4167,5
20201229_06,20,0.5,0.4219,0.5,0.474,0.5,6
20201229_06,21,0.5,0.5,0.5,0.5,0.5,6
